uid,kind,mobId,speciesId,locationId,subzoneId,spaceId,level,blender_x,blender_y,blender_z,runtime_x,runtime_z,actor_radius,runtime_enabled
wv3:L03-C:MOB-21:008,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,36,-360,-324,133.746,-360,324,1.05,false
wv3:L03-C:MOB-21:009,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,36,-354,-321,132.285,-354,321,1.05,false
wv3:L03-C:MOB-21:010,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,36,-333,-321,133.586,-333,321,1.05,false
wv3:L03-C:MOB-21:011,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,37,-336,-324,135.424,-336,324,1.05,false
wv3:L03-C:MOB-21:012,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,37,-336,-321,134.024,-336,321,1.05,false
wv3:L03-C:MOB-21:013,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,37,-333,-318,131.976,-333,318,1.05,false
wv3:L03-C:MOB-21:014,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,37,-339,-324,135.284,-339,324,1.05,false
wv3:L03-C:MOB-21:015,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,38,-360,-297,124.788,-360,297,1.05,false
wv3:L03-C:MOB-21:016,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,38,-357,-297,124.71,-357,297,1.05,false
wv3:L03-C:MOB-21:017,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,38,-360,-300,125.48,-360,300,1.05,false
wv3:L03-C:MOB-21:018,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,39,-360,-294,124.145,-360,294,1.05,false
wv3:L03-C:MOB-21:019,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,39,-363,-297,124.869,-363,297,1.05,false
wv3:L03-C:MOB-21:020,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,39,-330,-297,115.681,-330,297,1.05,false
wv3:L03-C:MOB-21:021,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,39,-333,-297,117.281,-333,297,1.05,false
wv3:L03-C:MOB-21:022,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,40,-330,-300,118.074,-330,300,1.05,false
wv3:L03-C:MOB-21:023,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,40,-330,-294,113.338,-330,294,1.05,false
wv3:L03-C:MOB-21:024,ordinary,MOB-21,v3_stonebreaker_troll,L03,L03-C,surface,40,-327,-297,114.158,-327,297,1.05,false
wv3:L03-C:MOB-22:000,ordinary,MOB-22,night_zombie,L03,L03-C,surface,35,-276,-330,115.276,-276,330,0.46,false
wv3:L03-C:MOB-22:001,ordinary,MOB-22,night_zombie,L03,L03-C,surface,35,-273,-330,114.167,-273,330,0.46,false
wv3:L03-C:MOB-22:002,ordinary,MOB-22,night_zombie,L03,L03-C,surface,35,-276,-327,113.43,-276,327,0.46,false
wv3:L03-C:MOB-22:003,ordinary,MOB-22,night_zombie,L03,L03-C,surface,35,-276,-333,117.326,-276,333,0.46,false
wv3:L03-C:MOB-22:004,ordinary,MOB-22,night_zombie,L03,L03-C,surface,35,-279,-330,116.499,-279,330,0.46,false
wv3:L03-C:MOB-22:005,ordinary,MOB-22,night_zombie,L03,L03-C,surface,36,-261,-342,112.753,-261,342,0.46,false
wv3:L03-C:MOB-22:006,ordinary,MOB-22,night_zombie,L03,L03-C,surface,36,-264,-342,114.288,-264,342,0.46,false
wv3:L03-C:MOB-22:007,ordinary,MOB-22,night_zombie,L03,L03-C,surface,36,-261,-339,112.693,-261,339,0.46,false
wv3:L03-C:MOB-22:008,ordinary,MOB-22,night_zombie,L03,L03-C,surface,36,-261,-345,112.809,-261,345,0.46,false
wv3:L03-C:MOB-22:009,ordinary,MOB-22,night_zombie,L03,L03-C,surface,37,-258,-342,111.688,-258,342,0.46,false
wv3:L03-C:MOB-22:010,ordinary,MOB-22,night_zombie,L03,L03-C,surface,37,-288,-315,110.752,-288,315,0.46,false
wv3:L03-C:MOB-22:011,ordinary,MOB-22,night_zombie,L03,L03-C,surface,37,-288,-318,112.355,-288,318,0.46,false
wv3:L03-C:MOB-22:012,ordinary,MOB-22,night_zombie,L03,L03-C,surface,37,-285,-315,110.039,-285,315,0.46,false
wv3:L03-C:MOB-22:013,ordinary,MOB-22,night_zombie,L03,L03-C,surface,38,-291,-315,111.712,-291,315,0.46,false
wv3:L03-C:MOB-22:014,ordinary,MOB-22,night_zombie,L03,L03-C,surface,38,-285,-318,111.378,-285,318,0.46,false
wv3:L03-C:MOB-22:015,ordinary,MOB-22,night_zombie,L03,L03-C,surface,38,-291,-342,131.443,-291,342,0.46,false
wv3:L03-C:MOB-22:016,ordinary,MOB-22,night_zombie,L03,L03-C,surface,38,-288,-342,130.112,-288,342,0.46,false
wv3:L03-C:MOB-22:017,ordinary,MOB-22,night_zombie,L03,L03-C,surface,38,-291,-339,129.132,-291,339,0.46,false
wv3:L03-C:MOB-22:018,ordinary,MOB-22,night_zombie,L03,L03-C,surface,39,-294,-342,132.892,-294,342,0.46,false
wv3:L03-C:MOB-22:019,ordinary,MOB-22,night_zombie,L03,L03-C,surface,39,-288,-339,127.624,-288,339,0.46,false
wv3:L03-C:MOB-22:020,ordinary,MOB-22,night_zombie,L03,L03-C,surface,39,-267,-309,109.222,-267,309,0.46,false
wv3:L03-C:MOB-22:021,ordinary,MOB-22,night_zombie,L03,L03-C,surface,39,-264,-309,109.649,-264,309,0.46,false
wv3:L03-C:MOB-22:022,ordinary,MOB-22,night_zombie,L03,L03-C,surface,40,-270,-306,109.139,-270,306,0.46,false
wv3:L03-C:MOB-22:023,ordinary,MOB-22,night_zombie,L03,L03-C,surface,40,-264,-306,110.568,-264,306,0.46,false
wv3:L03-C:MOB-22:024,ordinary,MOB-22,night_zombie,L03,L03-C,surface,40,-261,-309,110.399,-261,309,0.46,false
wv3:L03-C:MOB-22:025,ordinary,MOB-22,night_zombie,L03,L03-C,surface,40,-276,-354,123.302,-276,354,0.46,false
wv3:L03-C:MOB-22:026,ordinary,MOB-22,night_zombie,L03,L03-C,surface,41,-276,-351,123.499,-276,351,0.46,false
wv3:L03-C:MOB-22:027,ordinary,MOB-22,night_zombie,L03,L03-C,surface,41,-273,-354,120.652,-273,354,0.46,false
wv3:L03-C:MOB-22:028,ordinary,MOB-22,night_zombie,L03,L03-C,surface,41,-279,-354,126.131,-279,354,0.46,false
wv3:L03-C:MOB-22:029,ordinary,MOB-22,night_zombie,L03,L03-C,surface,41,-276,-357,123.111,-276,357,0.46,false
wv3:L03-C:MOB-25:000,ordinary,MOB-25,wraith,L03,L03-C,surface,40,-171,-345,117.709,-171,345,0.46,false
wv3:L03-C:MOB-25:001,ordinary,MOB-25,wraith,L03,L03-C,surface,40,-168,-345,117.791,-168,345,0.46,false
wv3:L03-C:MOB-25:002,ordinary,MOB-25,wraith,L03,L03-C,surface,40,-171,-342,116.285,-171,342,0.46,false
wv3:L03-C:MOB-25:003,ordinary,MOB-25,wraith,L03,L03-C,surface,40,-171,-348,119.508,-171,348,0.46,false
wv3:L03-C:MOB-25:004,ordinary,MOB-25,wraith,L03,L03-C,surface,41,-174,-345,117.627,-174,345,0.46,false
wv3:L03-C:MOB-25:005,ordinary,MOB-25,wraith,L03,L03-C,surface,41,-156,-357,127.013,-156,357,0.46,false
wv3:L03-C:MOB-25:006,ordinary,MOB-25,wraith,L03,L03-C,surface,41,-159,-357,126.936,-159,357,0.46,false
wv3:L03-C:MOB-25:007,ordinary,MOB-25,wraith,L03,L03-C,surface,41,-156,-354,124.447,-156,354,0.46,false
wv3:L03-C:MOB-25:008,ordinary,MOB-25,wraith,L03,L03-C,surface,42,-156,-360,129.663,-156,360,0.46,false
wv3:L03-C:MOB-25:009,ordinary,MOB-25,wraith,L03,L03-C,surface,42,-153,-357,127.069,-153,357,0.46,false
wv3:L03-C:MOB-25:010,ordinary,MOB-25,wraith,L03,L03-C,surface,42,-162,-327,116.41,-162,327,0.46,false
wv3:L03-C:MOB-25:011,ordinary,MOB-25,wraith,L03,L03-C,surface,43,-165,-327,116.133,-165,327,0.46,false
wv3:L03-C:MOB-25:012,ordinary,MOB-25,wraith,L03,L03-C,surface,43,-159,-327,116.72,-159,327,0.46,false
wv3:L03-C:MOB-25:013,ordinary,MOB-25,wraith,L03,L03-C,surface,43,-165,-324,117.437,-165,324,0.46,false
wv3:L03-C:MOB-25:014,ordinary,MOB-25,wraith,L03,L03-C,surface,43,-159,-324,118.212,-159,324,0.46,false
wv3:L03-C:MOB-25:015,ordinary,MOB-25,wraith,L03,L03-C,surface,44,-183,-360,128.812,-183,360,0.46,false
wv3:L03-C:MOB-25:016,ordinary,MOB-25,wraith,L03,L03-C,surface,44,-183,-357,126.23,-183,357,0.46,false
wv3:L03-C:MOB-25:017,ordinary,MOB-25,wraith,L03,L03-C,surface,44,-180,-360,128.873,-180,360,0.46,false
wv3:L03-C:MOB-25:018,ordinary,MOB-25,wraith,L03,L03-C,surface,45,-186,-360,128.769,-186,360,0.46,false
wv3:L03-C:MOB-25:019,ordinary,MOB-25,wraith,L03,L03-C,surface,45,-183,-363,131.476,-183,363,0.46,false
wv3:L03-C:MOB-25:020,ordinary,MOB-25,wraith,L03,L03-C,surface,45,-189,-336,114.086,-189,336,0.46,false
wv3:L03-C:MOB-25:021,ordinary,MOB-25,wraith,L03,L03-C,surface,45,-189,-339,114.669,-189,339,0.46,false
wv3:L03-C:MOB-25:022,ordinary,MOB-25,wraith,L03,L03-C,surface,46,-192,-336,113.92,-192,336,0.46,false
wv3:L03-C:MOB-25:023,ordinary,MOB-25,wraith,L03,L03-C,surface,46,-186,-339,114.788,-186,339,0.46,false
wv3:L03-C:MOB-25:024,ordinary,MOB-25,wraith,L03,L03-C,surface,46,-192,-339,114.543,-192,339,0.46,false
wv3:L03-C:MOB-26:000,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,42,-141,-510,158.594,-141,510,0.46,false
wv3:L03-C:MOB-26:001,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,42,-138,-510,158.677,-138,510,0.46,false
wv3:L03-C:MOB-26:002,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,42,-144,-510,158.474,-144,510,0.46,false
wv3:L03-C:MOB-26:003,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,42,-141,-513,160.98,-141,513,0.46,false
wv3:L03-C:MOB-26:004,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,42,-138,-513,161.088,-138,513,0.46,false
wv3:L03-C:MOB-26:005,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,42,-141,-489,125.625,-141,489,0.46,false
wv3:L03-C:MOB-26:006,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,43,-138,-489,125.638,-138,489,0.46,false
wv3:L03-C:MOB-26:007,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,43,-144,-489,125.61,-144,489,0.46,false
wv3:L03-C:MOB-26:008,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,43,-141,-486,122.949,-141,486,0.46,false
wv3:L03-C:MOB-26:009,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,43,-138,-486,122.952,-138,486,0.46,false
wv3:L03-C:MOB-26:010,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,43,-120,-510,159.267,-120,510,0.46,false
wv3:L03-C:MOB-26:011,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,43,-123,-510,159.084,-123,510,0.46,false
wv3:L03-C:MOB-26:012,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,44,-120,-513,161.998,-120,513,0.46,false
wv3:L03-C:MOB-26:013,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,44,-117,-510,159.505,-117,510,0.46,false
wv3:L03-C:MOB-26:014,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,44,-123,-513,161.738,-123,513,0.46,false
wv3:L03-C:MOB-26:015,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,44,-162,-510,156.563,-162,510,0.46,false
wv3:L03-C:MOB-26:016,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,44,-159,-510,156.995,-159,510,0.46,false
wv3:L03-C:MOB-26:017,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,44,-162,-513,158.773,-162,513,0.46,false
wv3:L03-C:MOB-26:018,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,45,-165,-510,156.122,-165,510,0.46,false
wv3:L03-C:MOB-26:019,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,45,-159,-513,159.248,-159,513,0.46,false
wv3:L03-C:MOB-26:020,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,45,-162,-489,125.486,-162,489,0.46,false
wv3:L03-C:MOB-26:021,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,45,-159,-489,125.5,-159,489,0.46,false
wv3:L03-C:MOB-26:022,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,45,-162,-486,122.916,-162,486,0.46,false
wv3:L03-C:MOB-26:023,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,46,-165,-489,125.475,-165,489,0.46,false
wv3:L03-C:MOB-26:024,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,46,-165,-486,122.915,-165,486,0.46,false
wv3:L03-C:MOB-26:025,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,46,-132,-528,158.913,-132,528,0.46,false
wv3:L03-C:MOB-26:026,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,46,-132,-525,159.969,-132,525,0.46,false
wv3:L03-C:MOB-26:027,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,46,-135,-528,158.553,-135,528,0.46,false
wv3:L03-C:MOB-26:028,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,46,-129,-528,159.334,-129,528,0.46,false
wv3:L03-C:MOB-26:029,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,47,-132,-531,157.808,-132,531,0.46,false
wv3:L03-C:MOB-26:030,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,47,-132,-471,123.678,-132,471,0.46,false
wv3:L03-C:MOB-26:031,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,47,-132,-474,123.678,-132,474,0.46,false
wv3:L03-C:MOB-26:032,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,47,-135,-471,122.217,-135,471,0.46,false
wv3:L03-C:MOB-26:033,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,47,-132,-468,123.676,-132,468,0.46,false
wv3:L03-C:MOB-26:034,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,47,-135,-468,122.217,-135,468,0.46,false
wv3:L03-C:MOB-26:035,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,48,-153,-528,156.971,-153,528,0.46,false
wv3:L03-C:MOB-26:036,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,48,-153,-525,158.194,-153,525,0.46,false
wv3:L03-C:MOB-26:037,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,48,-150,-528,157.249,-150,528,0.46,false
wv3:L03-C:MOB-26:038,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,48,-156,-528,156.656,-156,528,0.46,false
wv3:L03-C:MOB-26:039,ordinary,MOB-26,v3_corrupted_dryad,L03,L03-C,surface,48,-153,-531,155.698,-153,531,0.46,false
wv3:L03-C:MOB-27:000,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,43,-240,-510,163.551,-240,510,0.46,false
wv3:L03-C:MOB-27:001,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,43,-240,-507,163.981,-240,507,0.46,false
wv3:L03-C:MOB-27:002,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,43,-240,-513,163.161,-240,513,0.46,false
wv3:L03-C:MOB-27:003,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,43,-237,-510,162.295,-237,510,0.46,false
wv3:L03-C:MOB-27:004,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,43,-243,-507,164.845,-243,507,0.46,false
wv3:L03-C:MOB-27:005,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,43,-255,-498,169.35,-255,498,0.46,false
wv3:L03-C:MOB-27:006,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,44,-252,-498,168.637,-252,498,0.46,false
wv3:L03-C:MOB-27:007,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,44,-255,-501,169.085,-255,501,0.46,false
wv3:L03-C:MOB-27:008,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,44,-255,-495,169.625,-255,495,0.46,false
wv3:L03-C:MOB-27:009,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,44,-258,-498,170.007,-258,498,0.46,false
wv3:L03-C:MOB-27:010,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,44,-255,-522,166.815,-255,522,0.46,false
wv3:L03-C:MOB-27:011,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,44,-252,-522,165.824,-252,522,0.46,false
wv3:L03-C:MOB-27:012,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,45,-255,-519,167.196,-255,519,0.46,false
wv3:L03-C:MOB-27:013,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,45,-255,-525,166.4,-255,525,0.46,false
wv3:L03-C:MOB-27:014,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,45,-258,-522,167.791,-258,522,0.46,false
wv3:L03-C:MOB-27:015,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,45,-228,-525,159.231,-228,525,0.46,false
wv3:L03-C:MOB-27:016,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,45,-228,-522,159.521,-228,522,0.46,false
wv3:L03-C:MOB-27:017,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,45,-231,-525,159.839,-231,525,0.46,false
wv3:L03-C:MOB-27:018,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,46,-225,-525,158.646,-225,525,0.46,false
wv3:L03-C:MOB-27:019,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,46,-228,-528,158.95,-228,528,0.46,false
wv3:L03-C:MOB-27:020,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,46,-237,-489,166.049,-237,489,0.46,false
wv3:L03-C:MOB-27:021,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,46,-237,-492,165.431,-237,492,0.46,false
wv3:L03-C:MOB-27:022,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,46,-240,-489,167.198,-240,489,0.46,false
wv3:L03-C:MOB-27:023,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,47,-234,-489,163.514,-234,489,0.46,false
wv3:L03-C:MOB-27:024,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,47,-237,-486,166.357,-237,486,0.46,false
wv3:L03-C:MOB-27:025,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,47,-216,-510,154.553,-216,510,0.46,false
wv3:L03-C:MOB-27:026,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,47,-219,-510,154.803,-219,510,0.46,false
wv3:L03-C:MOB-27:027,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,47,-216,-513,156.852,-216,513,0.46,false
wv3:L03-C:MOB-27:028,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,47,-213,-510,154.313,-213,510,0.46,false
wv3:L03-C:MOB-27:029,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,48,-219,-513,157.188,-219,513,0.46,false
wv3:L03-C:MOB-27:030,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,48,-243,-537,161.419,-243,537,0.46,false
wv3:L03-C:MOB-27:031,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,48,-243,-534,161.766,-243,534,0.46,false
wv3:L03-C:MOB-27:032,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,48,-246,-537,162.117,-246,537,0.46,false
wv3:L03-C:MOB-27:033,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,48,-243,-540,161.056,-243,540,0.46,false
wv3:L03-C:MOB-27:034,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,48,-240,-534,161.059,-240,534,0.46,false
wv3:L03-C:MOB-27:035,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,49,-270,-510,171.865,-270,510,0.46,false
wv3:L03-C:MOB-27:036,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,49,-267,-510,171.306,-267,510,0.46,false
wv3:L03-C:MOB-27:037,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,49,-270,-507,171.938,-270,507,0.46,false
wv3:L03-C:MOB-27:038,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,49,-270,-513,171.74,-270,513,0.46,false
wv3:L03-C:MOB-27:039,ordinary,MOB-27,v3_root_crawler,L03,L03-C,surface,49,-267,-507,171.419,-267,507,0.46,false
wv3:L04-A:MOB-31:000,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,50,-633,-279,129.641,-633,279,0.46,false
wv3:L04-A:MOB-31:001,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,50,-630,-279,130.973,-630,279,0.46,false
wv3:L04-A:MOB-31:002,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,50,-633,-276,127.307,-633,276,0.46,false
wv3:L04-A:MOB-31:003,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,50,-633,-282,132.027,-633,282,0.46,false
wv3:L04-A:MOB-31:004,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,50,-636,-279,128.263,-636,279,0.46,false
wv3:L04-A:MOB-31:005,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,51,-618,-267,126.894,-618,267,0.46,false
wv3:L04-A:MOB-31:006,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,51,-621,-267,125.724,-621,267,0.46,false
wv3:L04-A:MOB-31:007,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,51,-618,-270,129.051,-618,270,0.46,false
wv3:L04-A:MOB-31:008,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,51,-618,-264,124.699,-618,264,0.46,false
wv3:L04-A:MOB-31:009,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,52,-615,-267,127.979,-615,267,0.46,false
wv3:L04-A:MOB-31:010,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,52,-645,-264,113.776,-645,264,0.46,false
wv3:L04-A:MOB-31:011,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,52,-645,-267,115.842,-645,267,0.46,false
wv3:L04-A:MOB-31:012,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,52,-642,-264,114.846,-642,264,0.46,false
wv3:L04-A:MOB-31:013,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,53,-648,-264,112.765,-648,264,0.46,false
wv3:L04-A:MOB-31:014,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,53,-645,-261,111.648,-645,261,0.46,false
wv3:L04-A:MOB-31:015,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,53,-645,-294,136.844,-645,294,0.46,false
wv3:L04-A:MOB-31:016,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,53,-645,-291,134.164,-645,291,0.46,false
wv3:L04-A:MOB-31:017,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,53,-642,-294,138.144,-642,294,0.46,false
wv3:L04-A:MOB-31:018,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,54,-648,-294,135.451,-648,294,0.46,false
wv3:L04-A:MOB-31:019,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,54,-645,-297,139.443,-645,297,0.46,false
wv3:L04-A:MOB-31:020,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,54,-657,-279,119.744,-657,279,0.46,false
wv3:L04-A:MOB-31:021,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,54,-654,-279,120.703,-654,279,0.46,false
wv3:L04-A:MOB-31:022,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,55,-657,-276,117.841,-657,276,0.46,false
wv3:L04-A:MOB-31:023,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,55,-657,-282,121.739,-657,282,0.46,false
wv3:L04-A:MOB-31:024,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,55,-660,-279,118.896,-660,279,0.46,false
wv3:L04-A:MOB-31:025,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,55,-618,-300,141.207,-618,300,0.46,false
wv3:L04-A:MOB-31:026,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,56,-615,-300,140.333,-615,300,0.46,false
wv3:L04-A:MOB-31:027,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,56,-618,-303,141.164,-618,303,0.46,false
wv3:L04-A:MOB-31:028,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,56,-621,-303,142.119,-621,303,0.46,false
wv3:L04-A:MOB-31:029,ordinary,MOB-31,v3_harpy,L04,L04-A,surface,56,-612,-300,139.21,-612,300,0.46,false
wv3:L04-A:MOB-33:000,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,52,-579,-312,149.563,-579,312,0.46,false
wv3:L04-A:MOB-33:001,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,52,-576,-312,149.678,-576,312,0.46,false
wv3:L04-A:MOB-33:002,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,52,-579,-315,151.851,-579,315,0.46,false
wv3:L04-A:MOB-33:003,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,52,-582,-312,149.409,-582,312,0.46,false
wv3:L04-A:MOB-33:004,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,52,-576,-315,151.981,-576,315,0.46,false
wv3:L04-A:MOB-33:005,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,53,-564,-300,112.532,-564,300,0.46,false
wv3:L04-A:MOB-33:006,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,53,-564,-297,110.918,-564,297,0.46,false
wv3:L04-A:MOB-33:007,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,53,-561,-300,113.718,-561,300,0.46,false
wv3:L04-A:MOB-33:008,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,53,-567,-303,113.019,-567,303,0.46,false
wv3:L04-A:MOB-33:009,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,53,-561,-297,111.865,-561,297,0.46,false
wv3:L04-A:MOB-33:010,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,54,-564,-324,159.001,-564,324,0.46,false
wv3:L04-A:MOB-33:011,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,54,-567,-324,158.914,-567,324,0.46,false
wv3:L04-A:MOB-33:012,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,54,-564,-321,156.831,-564,321,0.46,false
wv3:L04-A:MOB-33:013,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,54,-564,-327,161.013,-564,327,0.46,false
wv3:L04-A:MOB-33:014,ordinary,MOB-33,v3_snow_leopard,L04,L04-A,surface,54,-561,-324,159.128,-561,324,0.46,false
